oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YDL239C	1	0	0	Q07732	ADY3	Accumulates dyads protein 3	NA
YDR002W	0	1	0	P41920	YRB1	Ran-specific GTPase-activating protein 1	CST20;HTN1;SFO1
YDR011W	1	0	0	P32568	SNQ2	Protein SNQ2	NA
YDR013W	0	1	0	Q12488	PSF1	DNA replication complex GINS protein PSF1	NA
YDR016C	0	1	0	Q12248	DAD1	DASH complex subunit DAD1	NA
YDR020C	0	0	1	Q12084	DAS2	Putative uridine kinase DAS2	RRT3
YDR021W	0	1	0	Q12099	FAL1	ATP-dependent RNA helicase FAL1	NA
YDR023W	1	1	0	P07284	SES1	Serine--tRNA ligase, cytoplasmic	SERS
YDR026C	1	0	0	Q12457	NSI1	RNA polymerase I termination factor {ECO:0000303|PubMed:22805593}	NA
YDR028C	1	0	0	Q00816	REG1	Resistance to glucose repression protein 1	HEX2;PZF240;SPP43;SRN1
YDR033W	0	0	1	Q12117	MRH1	Protein MRH1	NA
YDR037W	0	1	0	P15180	KRS1	Lysine--tRNA ligase, cytoplasmic	GCD5
YDR038C	1	0	0	Q12691	ENA5	Sodium transport ATPase 5	NA
YDR039C	1	0	0	Q01896	ENA2	Sodium transport ATPase 2	PMR2B
YDR040C	1	0	0	P13587	ENA1	Sodium transport ATPase 1	HOR6;PMR2;PMR2A
YDR041W	0	1	0	Q03201	RSM10	37S ribosomal protein S10, mitochondrial precursor	NA
YDR044W	0	1	0	P11353	HEM13	Oxygen-dependent coproporphyrinogen-III oxidase	NA
YDR045C	0	1	0	Q04307	RPC11	DNA-directed RNA polymerase III subunit RPC10	NA
YDR047W	0	1	0	P32347	HEM12	Uroporphyrinogen decarboxylase	HEM6;POP3
YDR050C	0	1	0	P00942	TPI1	Triosephosphate isomerase	NA
YDR052C	0	1	0	P32325	DBF4	DDK kinase regulatory subunit DBF4	DNA52
YDR053W	0	1	0	Q07790	NA	Putative uncharacterized protein YDR053W precursor	NA
YDR054C	0	1	0	P14682	CDC34	Ubiquitin-conjugating enzyme E2-34 kDa	DNA6;UBC3
YDR055W	0	0	1	Q12355	PST1	Cell wall mannoprotein PST1 precursor	HPF2
YDR060W	0	1	0	Q12176	MAK21	Ribosome biogenesis protein MAK21	NOC1
YDR062W	0	1	0	P40970	LCB2	Serine palmitoyltransferase 2	SCS1;TSC1
YDR064W	0	1	0	P05756	RPS13	40S ribosomal protein S13	RPS13C
YDR075W	1	0	0	P32345	PPH3	Serine/threonine-protein phosphatase 4 catalytic subunit	NA
YDR081C	0	1	0	P32896	PDC2	Protein PDC2	NA
YDR082W	0	1	0	P38960	STN1	Protein STN1	NA
YDR083W	0	0	1	P38961	RRP8	25S rRNA (adenine(645)-N(1))-methyltransferase	NA
YDR084C	1	0	0	P38962	TVP23	Golgi apparatus membrane protein TVP23	NA
YDR086C	0	1	0	P35179	SSS1	Protein transport protein SSS1	NA
YDR087C	0	1	0	P35178	RRP1	Ribosomal RNA-processing protein 1	NA
YDR088C	0	1	0	Q02775	SLU7	Pre-mRNA-splicing factor SLU7	SLT17
YDR089W	0	0	1	P38966	NA	Uncharacterized protein YDR089W	NA
YDR091C	1	1	0	Q03195	RLI1	Translation initiation factor RLI1	NA
YDR096W	1	0	0	Q03833	GIS1	Transcriptional activator/repressor GIS1	NA
YDR097C	0	0	1	Q03834	MSH6	DNA mismatch repair protein MSH6	PMS3
YDR111C	1	0	0	P52892	ALT2	Probable alanine aminotransferase	NA
YDR113C	1	1	1	P40316	PDS1	Securin	NA
YDR118W	0	1	0	Q04601	APC4	Anaphase-promoting complex subunit 4	NA
YDR120C	1	0	0	P15565	TRM1	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial precursor	NA
YDR123C	1	0	0	P26798	INO2	Protein INO2	DIE1;SCS1
YDR130C	0	0	1	Q03898	FIN1	Filament protein FIN1	NA
YDR140W	1	0	0	Q03920	MTQ2	eRF1 methyltransferase catalytic subunit MTQ2	MTC6
YDR141C	0	1	0	Q03921	DOP1	Protein dopey	NA
YDR145W	0	1	0	Q03761	TAF12	Transcription initiation factor TFIID subunit 12	TAF61;TAF68
YDR146C	0	0	1	P08153	SWI5	Transcriptional factor SWI5	NA
YDR147W	0	0	1	Q03764	EKI1	Ethanolamine kinase	NA
YDR148C	1	0	0	P19262	KGD2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial precursor	NA
YDR150W	0	0	1	Q00402	NUM1	Nuclear migration protein NUM1	PAC12
YDR151C	1	0	0	P47976	CTH1	mRNA decay factor CTH1	NA
YDR153C	1	0	0	Q03769	ENT5	Epsin-5	NA
YDR156W	1	0	0	P50106	RPA14	DNA-directed RNA polymerase I subunit RPA14	NA
YDR160W	0	1	0	Q03770	SSY1	SPS-sensor component SSY1	APF7;SHR10
YDR164C	0	1	0	P30619	SEC1	Protein transport protein SEC1	NA
YDR166C	0	1	0	P89102	SEC5	Exocyst complex component SEC5	NA
YDR167W	0	1	0	Q12030	TAF10	Transcription initiation factor TFIID subunit 10	TAF23;TAF25
YDR168W	0	1	0	P06101	CDC37	Hsp90 co-chaperone Cdc37	SMO1
YDR169C	1	0	0	Q12427	STB3	Protein STB3	NA
YDR170C	0	1	0	P11075	SEC7	Protein transport protein SEC7	NA
YDR172W	0	1	0	P05453	SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	GST1;PNM2;SAL3;SUF12;SUP2
YDR177W	0	1	0	P21734	UBC1	Ubiquitin-conjugating enzyme E2 1	NA
YDR179W-A	1	0	1	Q03983	NA	Uncharacterized protein YDR179W-A	NA
YDR180W	0	1	1	Q04002	SCC2	Sister chromatid cohesion protein 2	NA
YDR182W	1	1	0	P40986	CDC1	Cell division control protein 1	DSR1;ESP2
YDR183C-A	0	0	1	P0C5M3	NA	Putative uncharacterized protein YDR183C-A	NA
YDR184C	1	0	0	Q04005	ATC1	Protein ATC1/LIC4	LIC4
YDR187C	0	1	0	A0A023PYD7	NA	Putative uncharacterized membrane protein YDR187C {ECO:0000305}	NA
YDR188W	1	1	0	P39079	CCT6	T-complex protein 1 subunit zeta	TCP20;TCP6
YDR189W	1	1	0	P22213	SLY1	Protein SLY1	NA
YDR190C	1	1	0	Q03940	RVB1	RuvB-like protein 1	TIH1;TIP49A
YDR191W	0	0	1	P53688	HST4	NAD-dependent histone deacetylase HST4	NA
YDR192C	1	0	0	P49686	NUP42	Nucleoporin NUP42	RIP1;UIP1
YDR194C	1	0	0	P15424	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial precursor	NA
YDR196C	0	1	0	Q03941	CAB5	Dephospho-CoA kinase CAB5	NA
YDR198C	0	0	1	Q03942	RKM2	Ribosomal lysine N-methyltransferase 2 {ECO:0000303|PubMed:17005568}	NA
YDR201W	0	1	0	Q03954	SPC19	DASH complex subunit SPC19	NA
YDR208W	1	1	0	P38994	MSS4	Probable phosphatidylinositol 4-phosphate 5-kinase MSS4	NA
YDR211W	0	1	0	P32501	GCD6	Translation initiation factor eIF-2B subunit epsilon	TIF225
YDR212W	0	1	0	P12612	TCP1	T-complex protein 1 subunit alpha	CCT1
YDR213W	1	0	0	Q12151	UPC2	Sterol uptake control protein 2	MOX4
YDR219C	0	0	1	Q04922	MFB1	Mitochondrial F-box protein MFB1	NA
YDR224C	1	1	1	P02293	HTB1	Histone H2B.1	H2B1;SPT12
YDR225W	1	0	1	P04911	HTA1	Histone H2A.1	H2A1;SPT11
YDR227W	0	0	1	P11978	SIR4	Regulatory protein SIR4	ASD1;STE9;UTH2
YDR228C	0	1	0	P39081	PCF11	Protein PCF11	NA
YDR231C	1	0	0	Q04935	COX20	Cytochrome c oxidase protein 20, mitochondrial precursor	NA
YDR232W	0	1	0	P09950	HEM1	5-aminolevulinate synthase, mitochondrial {ECO:0000303|PubMed:6381051} precursor	CYD1
YDR233C	1	0	0	Q04947	RTN1	Reticulon-like protein 1	NA
YDR235W	0	1	0	Q03776	PRP42	U1 small nuclear ribonucleoprotein component PRP42	MUD16;SNU65
YDR236C	0	1	0	Q03778	FMN1	Riboflavin kinase precursor	NA
YDR238C	1	1	0	P41810	SEC26	Coatomer subunit beta	NA
YDR240C	0	1	0	Q03782	SNU56	56 kDa U1 small nuclear ribonucleoprotein component	MUD10
YDR243C	0	1	0	P23394	PRP28	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28	NA
YDR244W	1	0	0	P35056	PEX5	Peroxisomal targeting signal receptor	PAS10
YDR246W	0	1	0	Q03784	TRS23	Trafficking protein particle complex subunit 23	NA
YDR249C	1	0	0	Q03787	NA	Uncharacterized protein YDR249C	NA
YDR251W	1	0	0	P37304	PAM1	Protein PAM1	NA
YDR263C	0	0	1	Q12086	DIN7	DNA damage-inducible protein DIN7	DIN3
YDR264C	1	0	0	P39010	AKR1	Palmitoyltransferase AKR1	NA
YDR267C	0	1	0	Q05583	CIA1	Cytosolic iron-sulfur protein assembly protein 1	NA
YDR279W	0	0	1	Q05635	RNH202	Ribonuclease H2 subunit B	NA
YDR280W	0	1	0	Q05636	RRP45	Exosome complex component RRP45	NA
YDR288W	0	1	0	Q05541	NSE3	Non-structural maintenance of chromosome element 3	NA
YDR292C	0	1	0	P32916	SRP101	Signal recognition particle receptor subunit alpha homolog	NA
YDR293C	1	0	0	P24276	SSD1	Protein SSD1	CLA1;RLD1;SRK1
YDR294C	1	0	0	Q05567	DPL1	Sphingosine-1-phosphate lyase	BST1
YDR297W	0	0	1	P38992	SUR2	Sphingolipid C4-hydroxylase SUR2	SYR2
YDR299W	1	1	0	Q06631	BFR2	Protein BFR2	NA
YDR301W	0	1	0	Q06632	CFT1	Protein CFT1	YHH1
YDR302W	0	1	1	Q06636	GPI11	Glycosylphosphatidylinositol anchor biosynthesis protein 11	NA
YDR303C	1	1	0	Q06639	RSC3	Chromatin structure-remodeling complex protein RSC3	NA
YDR304C	1	0	0	P35176	CPR5	Peptidyl-prolyl cis-trans isomerase D precursor	CYP5;CYPD
YDR307W	0	0	1	Q06644	PMT7	Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7 {ECO:0000305}	NA
YDR308C	0	1	1	P47822	SRB7	Mediator of RNA polymerase II transcription subunit 21	MED21
YDR309C	1	0	1	Q06648	GIC2	GTPase-interacting component 2	NA
YDR311W	1	1	0	P32776	TFB1	RNA polymerase II transcription factor B subunit 1	NA
YDR312W	1	0	0	Q12153	SSF2	Ribosome biogenesis protein SSF2	NA
YDR320C	1	0	0	Q06677	SWA2	Auxilin-like clathrin uncoating factor SWA2	AUX1;BUD24
YDR324C	0	1	1	Q06679	UTP4	U3 small nucleolar RNA-associated protein 4	NA
YDR325W	0	1	1	Q06680	YCG1	Condensin complex subunit 3	YCS5
YDR326C	0	0	1	Q06681	YSP2	Membrane-anchored lipid-binding protein YSP2 {ECO:0000303|PubMed:26001273}	LAM2 {ECO:0000303|PubMed:26001273};LTC4 {ECO:0000303|PubMed:25987606}
YDR327W	0	1	0	P87288	NA	Putative uncharacterized protein YDR327W	NA
YDR328C	0	1	0	P52286	SKP1	Suppressor of kinetochore protein 1	CBF3D
YDR330W	1	0	0	Q06682	UBX5	UBX domain-containing protein 5	NA
YDR331W	1	1	0	P49018	GPI8	GPI-anchor transamidase precursor	NA
YDR339C	0	1	0	Q05498	FCF1	rRNA-processing protein FCF1	NA
YDR341C	0	1	0	Q05506	NA	Arginine--tRNA ligase, cytoplasmic	NA
YDR344C	1	0	0	Q05510	NA	Putative uncharacterized protein YDR344C	NA
YDR346C	0	0	1	Q05515	SVF1	Survival factor 1	SGI1
YDR348C	0	0	1	Q05518	PAL1	Protein PAL1	NA
YDR351W	1	0	0	P42223	SBE2	Protein SBE2	NA
YDR353W	0	1	0	P29509	TRR1	Thioredoxin reductase 1	NA
YDR355C	0	1	0	P87285	NA	Putative uncharacterized protein YDR355C	NA
YDR356W	0	1	1	P32380	SPC110	Spindle pole body component 110	NUF1;XCM1
YDR361C	0	1	0	Q06338	BCP1	Protein BCP1	NA
YDR362C	0	1	0	Q06339	TFC6	Transcription factor tau 91 kDa subunit	NA
YDR365C	0	1	0	Q06344	ESF1	Pre-rRNA-processing protein ESF1	NA
YDR367W	0	1	0	Q06346	KEI1	Inositol phosphorylceramide synthase regulatory subunit KEI1 precursor	NA
YDR373W	0	1	0	Q06389	FRQ1	Calcium-binding protein NCS-1	NCS1
YDR374C	1	0	0	Q06390	PHO92	Methylated RNA-binding protein 1	MRB1
YDR375C	1	0	0	P32839	BCS1	Mitochondrial chaperone BCS1	NA
YDR376W	0	1	0	P48360	ARH1	Probable NADPH:adrenodoxin oxidoreductase, mitochondrial precursor	NA
YDR379W	1	0	0	Q06407	RGA2	Rho-type GTPase-activating protein 2	NA
YDR381W	0	1	0	Q12159	YRA1	RNA annealing protein YRA1	NA
YDR385W	1	0	0	P32324	EFT2	Elongation factor 2	NA
YDR389W	1	0	1	P17121	SAC7	GTPase-activating protein SAC7	NA
YDR390C	0	1	0	P52488	UBA2	Ubiquitin-activating enzyme E1-like	PIP2;UAL1
YDR394W	0	1	0	P33298	RPT3	26S protease regulatory subunit 6B homolog	YNT1;YTA2
YDR396W	0	1	0	O13522	NA	Putative uncharacterized protein YDR396W	NA
YDR397C	0	1	0	Q92317	NCB2	Negative cofactor 2 complex subunit beta	YDR1
YDR398W	0	1	0	Q04177	UTP5	U3 small nucleolar RNA-associated protein 5	NA
YDR400W	0	0	1	Q04179	URH1	Uridine nucleosidase	NA
YDR404C	0	1	0	P34087	RPB7	DNA-directed RNA polymerase II subunit RPB7	NA
YDR407C	0	1	0	Q04183	TRS120	Trafficking protein particle complex II-specific subunit 120	NA
YDR412W	0	1	0	Q04031	RRP17	Ribosomal RNA-processing protein 17	NA
YDR413C	0	1	0	P87266	NA	Putative uncharacterized protein YDR413C	NA
YDR416W	1	1	0	Q04048	SYF1	Pre-mRNA-splicing factor SYF1	NTC90
YDR425W	1	0	0	Q04053	SNX41	Sorting nexin-41	NA
YDR427W	0	1	0	Q04062	RPN9	26S proteasome regulatory subunit RPN9	NAS7
YDR429C	0	1	0	Q04067	TIF35	Eukaryotic translation initiation factor 3 subunit G {ECO:0000255|HAMAP-Rule:MF_03006}	NA
YDR432W	1	0	0	Q01560	NPL3	Nucleolar protein 3	MTR13;MTS1;NAB1;NOP3
YDR434W	0	1	0	Q04080	GPI17	GPI transamidase component GPI17	NA
YDR437W	0	1	0	Q04082	GPI19	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI19	NA
YDR440W	1	0	1	Q04089	DOT1	Histone-lysine N-methyltransferase, H3 lysine-79 specific	KMT4;PCH1
YDR443C	1	0	0	P38931	SSN2	Mediator of RNA polymerase II transcription subunit 13	MED13;NUT8;RYE3;SCA1;SRB9;UME2
YDR449C	0	1	0	Q02354	UTP6	U3 small nucleolar RNA-associated protein 6	NA
YDR451C	1	0	1	Q04116	YHP1	Homeobox protein YHP1	NA
YDR454C	0	1	0	P15454	GUK1	Guanylate kinase	NA
YDR456W	1	0	0	Q04121	NHX1	Endosomal/prevacuolar sodium/hydrogen exchanger precursor	NHA2;VPL27;VPS44
YDR458C	1	0	0	Q03281	HEH2	Inner nuclear membrane protein HEH2	NA
YDR460W	0	1	0	Q03290	TFB3	RNA polymerase II transcription factor B subunit 3	RIG2
YDR464W	0	1	0	P38904	SPP41	Protein SPP41	NA
YDR465C	0	0	1	Q03305	RMT2	Protein arginine N-methyltransferase 2 {ECO:0000303|PubMed:9873020}	NA
YDR468C	1	1	0	Q03322	TLG1	T-SNARE affecting a late Golgi compartment protein 1	NA
YDR470C	1	0	0	Q03327	UGO1	Mitochondrial fusion and transport protein UGO1	NA
YDR472W	0	1	0	Q03337	TRS31	Trafficking protein particle complex subunit 31	NA
YDR473C	0	1	0	Q03338	PRP3	U4/U6 small nuclear ribonucleoprotein PRP3	RNA3
YDR478W	0	1	0	P40993	SNM1	Ribonuclease MRP protein subunit SNM1	NA
YDR480W	0	0	1	Q03373	DIG2	Down-regulator of invasive growth 2	RST2
YDR481C	0	0	1	P11491	PHO8	Repressible alkaline phosphatase precursor	NA
YDR487C	0	1	0	Q99258	RIB3	3,4-dihydroxy-2-butanone 4-phosphate synthase	NA
YDR488C	0	0	1	P40960	PAC11	WD repeat-containing protein PAC11	NA
YDR489W	0	1	0	Q03406	SLD5	DNA replication complex GINS protein SLD5	NA
YDR493W	0	0	1	Q03429	MZM1	Mitochondrial zinc maintenance protein 1, mitochondrial precursor	AIM8;FMP36
YDR497C	1	0	0	P30605	ITR1	Myo-inositol transporter 1	NA
YDR498C	0	1	0	P28791	SEC20	Protein transport protein SEC20	NA
YDR499W	0	1	0	Q04377	LCD1	DNA damage checkpoint protein LCD1	DDC2;PIE1
YDR500C	1	0	0	P51402	RPL37B	60S ribosomal protein L37-B	RPL35B
YDR501W	0	0	1	Q04383	PLM2	Protein PLM2	NA
YDR503C	0	0	1	Q04396	LPP1	Lipid phosphate phosphatase 1	NA
YDR505C	1	0	0	P50896	PSP1	Protein PSP1	GIN5
YDR507C	0	0	1	Q12263	GIN4	Serine/threonine-protein kinase GIN4	NA
YDR510W	1	1	0	Q12306	SMT3	Ubiquitin-like protein SMT3 precursor	NA
YDR514C	0	0	1	Q04408	NA	Uncharacterized protein YDR514C	NA
YDR515W	1	0	0	Q12034	SLF1	Protein SLF1	NA
YDR517W	0	0	1	Q04410	GRH1	GRASP65 homolog protein 1	NA
YDR518W	0	0	1	P32474	EUG1	Protein disulfide-isomerase EUG1 precursor	NA
YDR526C	0	1	0	P87274	NA	Putative uncharacterized protein YDR526C	NA
YDR527W	0	1	0	Q04418	RBA50	RNA polymerase II-associated protein RBA50	NA
YDR528W	0	0	1	Q04429	HLR1	Protein HLR1	NA
YDR531W	0	1	0	Q04430	CAB1	Pantothenate kinase CAB1	NA
YEL002C	0	1	0	P33767	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 precursor	NA
YEL005C	1	0	0	P40003	VAB2	Biogenesis of lysosome-related organelles complex 1 subunit VAB2	VAB31
YEL009C	1	0	0	P03069	GCN4	General control protein GCN4	AAS3;ARG9
YEL016C	1	0	1	P39997	NPP2	Ectonucleotide pyrophosphatase/phosphodiesterase 2	NA
YEL017W	0	0	1	P39996	GTT3	Glutathione transferase 3	NA
YEL019C	0	1	0	P38632	MMS21	E3 SUMO-protein ligase MMS21	NSE2
YEL022W	1	0	0	P39993	GEA2	ARF guanine-nucleotide exchange factor 2	NA
YEL026W	0	1	0	P39990	SNU13	13 kDa ribonucleoprotein-associated protein	NA
YEL027W	1	0	0	P25515	VMA3	V-type proton ATPase subunit c	CLS7;CUP5;GEF2
YEL032W	1	1	1	P24279	MCM3	DNA replication licensing factor MCM3	NA
YEL034W	0	1	0	P23301	HYP2	Eukaryotic translation initiation factor 5A-1	TIF51A
YEL035C	0	1	0	P32630	UTR5	Protein UTR5	NA
YEL036C	1	0	0	P32629	ANP1	Mannan polymerase II complex ANP1 subunit	GEM3
YEL045C	1	0	0	P32616	NA	Uncharacterized protein YEL045C	NA
YEL047C	0	0	1	P32614	FRD1	Fumarate reductase 1	FRDS;FRDS1
YEL055C	1	1	0	P39985	POL5	DNA polymerase V	NA
YEL058W	0	1	0	P38628	PCM1	Phosphoacetylglucosamine mutase {ECO:0000305}	AGM1 {ECO:0000303|PubMed:8174553}
YEL061C	0	0	1	P27895	CIN8	Kinesin-like protein CIN8	KSL2
YEL064C	1	0	1	P39981	AVT2	Vacuolar amino acid transporter 2	NA
YEL066W	0	0	1	P39979	HPA3	D-amino-acid N-acetyltransferase HPA3 {ECO:0000303|PubMed:15375647}	NA
YER001W	0	0	1	P39106	MNN1	Alpha-1,3-mannosyltransferase MNN1	NA
YER003C	0	1	1	P29952	PMI40	Mannose-6-phosphate isomerase	NA
YER005W	1	0	0	P40009	YND1	Golgi apyrase	NA
YER006W	0	1	0	P40010	NUG1	Nuclear GTP-binding protein NUG1	NA
YER008C	0	1	0	P33332	SEC3	Exocyst complex component SEC3	PSL1
YER009W	1	1	0	P33331	NTF2	Nuclear transport factor 2	NA
YER011W	0	0	1	P10863	TIR1	Cold shock-induced protein TIR1 precursor	SRP1
YER012W	0	1	0	P22141	PRE1	Proteasome subunit beta type-4	NA
YER013W	0	1	0	P24384	PRP22	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22	NA
YER016W	1	0	1	P40013	BIM1	Protein BIM1	NA
YER018C	0	1	1	P40014	SPC25	Kinetochore protein SPC25	NA
YER019W	0	0	1	P40015	ISC1	Inositol phosphosphingolipids phospholipase C	NA
YER021W	0	1	0	P40016	RPN3	26S proteasome regulatory subunit RPN3	SUN2
YER022W	0	1	0	P32569	SRB4	Mediator of RNA polymerase II transcription subunit 17	MED17
YER023W	0	1	0	P32263	PRO3	Pyrroline-5-carboxylate reductase	ORE2
YER025W	0	1	0	P32481	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	TIF213
YER027C	1	0	0	Q04739	GAL83	SNF1 protein kinase subunit beta-3	SPM1
YER031C	1	0	1	P38555	YPT31	GTP-binding protein YPT31/YPT8	YPT8
YER032W	0	0	1	P40020	FIR1	Factor interacting with REF2	PIP1
YER036C	0	1	0	P40024	ARB1	ABC transporter ATP-binding protein ARB1	NA
YER037W	1	0	1	P40025	PHM8	Phosphate metabolism protein 8	NA
YER038C	0	1	0	P40026	KRE29	DNA repair protein KRE29	NA
YER043C	0	1	0	P39954	SAH1	Adenosylhomocysteinase	NA
YER048W-A	1	1	0	Q6Q560	ISD11	Protein ISD11	NA
YER049W	1	0	0	P40032	TPA1	Prolyl 3,4-dihydroxylase TPA1	NA
YER053C-A	0	0	1	Q3E7B0	NA	Uncharacterized protein YER053C-A	NA
YER054C	1	0	0	P40036	GIP2	GLC7-interacting protein 2	NA
YER056C-A	1	0	0	P87262	RPL34A	60S ribosomal protein L34-A	NA
YER060W	1	0	0	P40039	FCY21	Purine-cytosine permease FCY21	FCYY
YER063W	1	0	0	P40040	THO1	Protein THO1	NA
YER064C	1	0	0	P40041	VHR2	Transcription factor VHR2	NA
YER070W	0	0	1	P21524	RNR1	Ribonucleoside-diphosphate reductase large chain 1	CRT7;RIR1;SDS12
YER082C	0	1	0	P40055	UTP7	U3 small nucleolar RNA-associated protein 7	KRE31
YER093C	0	1	0	P40061	TSC11	Target of rapamycin complex 2 subunit TSC11	AVO3
YER094C	0	1	0	P25451	PUP3	Proteasome subunit beta type-3	NA
YER095W	0	0	1	P25454	RAD51	DNA repair protein RAD51	NA
YER096W	1	0	0	P39000	SHC1	Protein SHC1	NA
YER104W	0	1	1	P40063	RTT105	Regulator of Ty1 transposition protein 105	NA
YER105C	1	0	0	P40064	NUP157	Nucleoporin NUP157	NA
YER106W	1	0	0	P40065	MAM1	Monopolin complex subunit MAM1	NA
YER111C	1	0	1	P25302	SWI4	Regulatory protein SWI4	ART1
YER112W	0	1	0	P40070	LSM4	U6 snRNA-associated Sm-like protein LSm4	SDB23;USS1
YER114C	0	0	1	P39969	BOI2	Protein BOI2	BEB1
YER118C	0	0	1	P40073	SHO1	High osmolarity signaling protein SHO1	SSU81
YER124C	0	0	1	P40077	DSE1	Protein DSE1	NA
YER125W	1	1	0	P39940	RSP5	E3 ubiquitin-protein ligase RSP5	MDP1;NPI1
YER126C	1	1	0	P40078	NSA2	Ribosome biogenesis protein NSA2	NA
YER127W	0	1	0	P40079	LCP5	U3 small nucleolar ribonucleoprotein protein LCP5	NA
YER131W	1	0	0	P39939	RPS26B	40S ribosomal protein S26-B	NA
YER132C	1	0	0	P32634	PMD1	Negative regulator of sporulation PMD1	NA
YER133W	0	1	0	P32598	GLC7	Serine/threonine-protein phosphatase PP1-2	CID1;DIS2
YER136W	0	1	0	P39958	GDI1	Rab GDP-dissociation inhibitor	SEC19
YER139C	0	0	1	P40084	RTR1	RNA polymerase II subunit B1 CTD phosphatase RTR1	NA
YER140W	0	0	1	P40085	EMP65	Endoplasmic reticulum membrane protein 65 {ECO:0000305|PubMed:23275891}	NA
YER142C	1	0	0	P22134	MAG1	DNA-3-methyladenine glycosylase	MAG
YER144C	1	0	0	P39944	UBP5	Ubiquitin carboxyl-terminal hydrolase 5	NA
YER146W	0	1	0	P40089	LSM5	U6 snRNA-associated Sm-like protein LSm5	NA
YER147C	0	1	0	P40090	SCC4	MAU2 chromatid cohesion factor homolog	NA
YER148W	0	1	0	P13393	SPT15	TATA-box-binding protein	BTF1;TBP1
YER150W	0	0	1	P40092	SPI1	Uncharacterized cell wall protein SPI1 precursor	NA
YER151C	1	0	0	Q01477	UBP3	Ubiquitin carboxyl-terminal hydrolase 3	NA
YER152C	0	0	1	P10356	NA	Uncharacterized protein YER152C	NA
YER153C	0	0	1	P10355	PET122	Protein PET122, mitochondrial precursor	NA
YER154W	1	0	0	P39952	OXA1	Mitochondrial inner membrane protein OXA1 {ECO:0000305} precursor	PET1402 {ECO:0000303|PubMed:7816036}
YER157W	0	1	0	P40094	COG3	Conserved oligomeric Golgi complex subunit 3	GRD20;SEC34
YER158C	0	0	1	P40095	NA	Uncharacterized protein YER158C	NA
YER159C	0	1	0	P40096	BUR6	Negative cofactor 2 complex subunit alpha	NCB1
YER161C	1	0	0	P06843	SPT2	Protein SPT2	SIN1 {ECO:0000303|PubMed:2072912;ECO:0000303|PubMed:8654588};SPM2
YER165W	0	1	0	P04147	PAB1	Polyadenylate-binding protein, cytoplasmic and nuclear	NA
YER168C	0	1	0	P21269	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial precursor	TNT1
YER170W	0	0	1	P26364	ADK2	GTP:AMP phosphotransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03169}	AKY3;PAK3
YER171W	0	1	0	P06839	RAD3	DNA repair helicase RAD3	REM1
YER172C	0	1	0	P32639	BRR2	Pre-mRNA-splicing helicase BRR2	RSS1;SNU246
YER174C	1	0	0	P32642	GRX4	Monothiol glutaredoxin-4	NA
YER187W	1	0	0	P40102	NA	Uncharacterized protein YER187W	NA
YFL002C	0	1	0	P25808	SPB4	ATP-dependent rRNA helicase SPB4 {ECO:0000305}	NA
YFL005W	1	1	0	P07560	SEC4	Ras-related protein SEC4	SRO6
YFL008W	0	1	1	P32908	SMC1	Structural maintenance of chromosomes protein 1	CHL10
YFL009W	0	1	0	P07834	CDC4	Cell division control protein 4	NA
YFL011W	1	0	0	P43581	HXT10	Hexose transporter HXT10	NA
YFL016C	1	0	0	P35191	MDJ1	DnaJ homolog 1, mitochondrial precursor	NA
YFL017C	0	1	1	P43577	GNA1	Glucosamine 6-phosphate N-acetyltransferase	PAT1
YFL017W-A	0	1	0	P40204	SMX2	Small nuclear ribonucleoprotein G	SNP2
YFL022C	0	1	0	P15625	FRS2	Phenylalanine--tRNA ligase alpha subunit	NA
YFL023W	1	0	0	P43573	BUD27	Bud site selection protein 27	URI
YFL024C	0	1	0	P43572	EPL1	Enhancer of polycomb-like protein 1	NA
YFL025C	0	0	1	P43571	BST1	GPI inositol-deacylase	NA
YFL027C	1	0	0	P43570	GYP8	GTPase-activating protein GYP8	NA
YFL029C	0	1	0	P43568	CAK1	Serine/threonine-protein kinase CAK1	CIV1
YFL031W	1	0	0	P41546	HAC1	Transcriptional activator HAC1	ERN4;IRE15;IRE2
YFL034C-B	0	1	0	P43563	MOB2	CBK1 kinase activator protein MOB2	NA
YFL034W	1	0	0	P43564	NA	Uncharacterized membrane protein YFL034W	NA
YFL037W	0	1	0	P02557	TUB2	Tubulin beta chain	NA
YFL038C	1	1	0	P01123	YPT1	GTP-binding protein YPT1	YP2
YFL039C	0	1	0	P60010	ACT1	Actin	ABY1;END7
YFL040W	1	0	0	P43562	NA	Probable metabolite transport protein YFL040W	NA
