oln_id	uniprot_acc	gene_name	description	synonyms
YNR002C	P32907	ATO2	Ammonia transport outward protein 2	FUN34
YDR350C	P50273	ATP22	Mitochondrial translation factor ATP22 precursor	TCM10
YKL016C	P30902	ATP7	ATP synthase subunit d, mitochondrial	
Q0130	P61829	OLI1	ATP synthase subunit 9, mitochondrial	ATP9;OLI3;PHO2
YDL004W	Q12165	ATP16	ATP synthase subunit delta, mitochondrial precursor	
YBR039W	P38077	ATP3	ATP synthase subunit gamma, mitochondrial precursor	ATP3a;ATP3b
YDR377W	Q06405	ATP17	ATP synthase subunit f, mitochondrial precursor	
YLR114C	Q12500	AVL9	Late secretory pathway protein AVL9	
YPR185W	Q06628	ATG13	Autophagy-related protein 13	APG13
YCR068W	P25641	ATG15	Putative lipase ATG15	AUT5;CVT17
YCL038C	P25568	ATG22	Autophagy-related protein 22	AUT4
YDL181W	P01097	INH1	ATPase inhibitor, mitochondrial precursor	
YJR121W	P00830	ATP2	ATP synthase subunit beta, mitochondrial precursor	
YPR020W	Q12233	ATP20	ATP synthase subunit g, mitochondrial	
YBR136W	P38111	MEC1	Serine/threonine-protein kinase MEC1	ESR1;SAD3
YBR295W	P38360	PCA1	P-type cation-transporting ATPase	CAD2;PAY2
YDR270W	P38995	CCC2	Copper-transporting ATPase	
YNL259C	P38636	ATX1	Metal homeostasis factor ATX1	
YOR079C	Q12067	ATX2	Metal homeostasis factor ATX2	
YOR134W	Q12128	BAG7	Rho-GTPase-activating protein BAG7	
YDR046C	P41815	BAP3	Valine amino-acid permease	PAP1
YGL167C	P13586	PMR1	Calcium-transporting ATPase 1	BSD1;SCC1
YMR159C	Q03818	ATG16	Autophagy protein 16	APG15;APG16;CVT11;SAP18
YDL113C	Q07528	ATG20	Autophagy-related protein 20	CVT20;SNX42
YJL178C	P46989	ATG27	Autophagy-related protein 27 precursor	ETF1
YIL146C	P40458	ATG32	Autophagy-related protein 32	ECM17
YBL099W	P07251	ATP1	ATP synthase subunit alpha, mitochondrial precursor	
YDR322C-A	P81449	TIM11	ATP synthase subunit e, mitochondrial	ATP21
YDR298C	P09457	ATP5	ATP synthase subunit 5, mitochondrial precursor	OSCP
YML116W	P13090	ATR1	Aminotriazole resistance protein	SNQ1
YMR068W	Q04749	AVO2	Target of rapamycin complex 2 subunit AVO2	
YIL088C	P40501	AVT7	Vacuolar amino acid transporter 7	
YIL140W	P38928	AXL2	Axial budding pattern protein 2 precursor	BUD10;SRO4
YGR224W	P50080	AZR1	Azole resistance protein 1	
YLR356W	Q06485	ATG33	Autophagy-related protein 33	
YNL223W	P53867	ATG4	Cysteine protease ATG4	APG4;AUT2
YHR171W	P38862	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	APG7;CVT2
YMR301C	P40416	ATM1	Iron-sulfur clusters transporter ATM1, mitochondrial precursor	MDY
YDR039C	Q01896	ENA2	Sodium transport ATPase 2	PMR2B
YNL315C	P32453	ATP11	Protein ATP11, mitochondrial precursor	
YOL077W-A	P81451	ATP19	ATP synthase subunit K, mitochondrial	
YPR122W	P40851	AXL1	Putative protease AXL1	
YIL124W	P40471	AYR1	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	
YLR116W	Q12186	MSL5	Branchpoint-bridging protein	BBP;SF1
YKR027W	P36122	BCH2	Protein BCH2	FMP50
YDR361C	Q06338	BCP1	Protein BCP1	
YLR399C	P35817	BDF1	Bromodomain-containing factor 1	
YKR068C	P36149	BET3	Trafficking protein particle complex subunit BET3	
YGR282C	P15703	BGL2	Glucan 1,3-beta-glucosidase precursor	SCW9
YCL029C	P11709	BIK1	Nuclear fusion protein BIK1	
YPL255W	Q12365	BBP1	Spindle pole component BBP1	
YHR040W	P38772	BCD1	Box C/D snoRNA protein 1	
YJL095W	Q01389	BCK1	Serine/threonine-protein kinase BCK1/SLK1/SSP31	LAS3;SLK1;SSP31
YAL060W	P39714	BDH1	(R,R)-butanediol dehydrogenase	BDH
YAL061W	P39713	BDH2	Probable diacetyl reductase [(R)-acetoin forming] 2	
YFL010W-A	P32450	AUA1	Ammonia regulation of amino acid uptake protein	
YKL004W	P36107	AUR1	Inositol phosphorylceramide synthase catalytic subunit AUR1	
YOL078W	Q08236	AVO1	Target of rapamycin complex 2 subunit AVO1	
YEL064C	P39981	AVT2	Vacuolar amino acid transporter 2	
YNL101W	P50944	AVT4	Vacuolar amino acid transporter 4	
YBL089W	P38176	AVT5	Vacuolar amino acid transporter 5	
YER119C	P40074	AVT6	Vacuolar amino acid transporter 6	
YJL020C	P47068	BBC1	Myosin tail region-interacting protein MTI1	MTI1
YJR148W	P47176	BAT2	Branched-chain-amino-acid aminotransferase, cytosolic	TWT2
YER155C	P39960	BEM2	GTPase-activating protein BEM2/IPL2	IPL2;SUP9
YDR299W	Q06631	BFR2	Protein BFR2	
YJR089W	P47134	BIR1	Protein BIR1	
YBR141C	P38278	BMT2	25S rRNA (adenine(2142)-N(1))-methyltransferase {ECO:0000255|HAMAP-Rule:MF_03044}	
YNL271C	P41832	BNI1	Protein BNI1	PPF3;SHE5
YBL085W	P38041	BOI1	Protein BOB1	BOB1;GIN7
YNL275W	P53838	BOR1	Boron transporter 1	
YLL063C	Q12226	AYT1	Trichothecene 3-O-acetyltransferase	
YOR113W	P41696	AZF1	Asparagine-rich zinc finger protein AZF1	
YBR068C	P38084	BAP2	Leu/Val/Ile amino-acid permease	
YIL015W	P12630	BAR1	Barrierpepsin precursor	SST1
YKR099W	P22035	BAS1	Myb-like DNA-binding protein BAS1	
YMR237W	Q05029	BCH1	Protein BCH1	
YER167W	P33306	BCK2	Protein BCK2	CTR7
YGR286C	P32451	BIO2	Biotin synthase, mitochondrial precursor	
YNR057C	P53630	BIO4	Dethiobiotin synthetase	
YNL239W	Q01532	LAP3	Cysteine proteinase 1, mitochondrial precursor	BLH1;GAL6;YCP1
YJL060W	P47039	BNA3	Probable kynurenine--oxoglutarate transaminase BNA3	
YER114C	P39969	BOI2	Protein BOI2	BEB1
YCR032W	P25356	BPH1	Beige protein homolog 1	
YHR036W	P38770	BRL1	Nucleus export protein BRL1	
YPL084W	P48582	BRO1	Vacuolar-sorting protein BRO1	ASI6;LPF2;NPI3;VPS31
YFL025C	P43571	BST1	GPI inositol-deacylase	
YGR188C	P41695	BUB1	Checkpoint serine/threonine-protein kinase BUB1	
YNR027W	P53727	BUD17	Putative pyridoxal kinase BUD17	
YFL023W	P43573	BUD27	Bud site selection protein 27	URI
YKL092C	P33314	BUD2	Inhibitory regulator protein BUD2/CLA2	CLA2;ERC25
YOR299W	Q08754	BUD7	Bud site selection protein 7	
YAL020C	P31386	ATS1	Protein ATS1	
YOR011W	Q08409	AUS1	ATP-dependent permease AUS1	
YJR001W	P47082	AVT1	Vacuolar amino acid transporter 1	
YKL146W	P36062	AVT3	Vacuolar amino acid transporter 3	
YHR208W	P38891	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial precursor	ECA39;TWT1
YDL070W	Q07442	BDF2	Bromodomain-containing factor 2	
YOL164W	Q08347	BDS1	Alkyl/aryl-sulfatase BDS1 {ECO:0000303|PubMed:15947202}	
YPL115C	P32873	BEM3	GTPase-activating protein BEM3	
YER016W	P40013	BIM1	Protein BIM1	
YNR058W	P50277	BIO3	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	
YKL061W	P35727	BLI1	Biogenesis of lysosome-related organelles complex 1 subunit BLI1	
YLR063W	Q12291	BMT6	25S rRNA (uridine(2843)-N(3))-methyltransferase	
YNR051C	P53741	BRE5	UBP3-associated protein BRE5	
YGL247W	P53062	BRR6	Nucleus export protein BRR6	
YLR465C	O13558	BSC3	Putative uncharacterized protein BSC3	
YOL137W	Q08280	BSC6	Bypass of stop codon protein 6	
YPR171W	Q06604	BSP1	Protein BSP1	
YGR204W	P07245	ADE3	C-1-tetrahydrofolate synthase, cytoplasmic	
YOR198C	P38934	BFR1	Nuclear segregation protein BFR1	
YJL058C	P47041	BIT61	Target of rapamycin complex 2 subunit BIT61	
YDR357C	Q06333	CNL1	Biogenesis of lysosome-related organelles complex 1 subunit CNL1	
YPL217C	Q08965	BMS1	Ribosome biogenesis protein BMS1	
YDL074C	Q07457	BRE1	E3 ubiquitin-protein ligase BRE1	
YOL077C	Q08235	BRX1	Ribosome biogenesis protein BRX1	
YDR275W	Q05611	BSC2	Bypass of stop codon protein 2	
YBR290W	P38356	BSD2	Metal homeostatis protein BSD2	
YMR014W	Q04347	BUD22	Bud site selection protein 22	
YJR092W	P47136	BUD4	Bud site selection protein 4	
YLR319C	P41697	BUD6	Bud site selection protein 6	AIP3
YML111W	Q03758	BUL2	Ubiquitin ligase-binding protein BUL2	
YLR226W	Q05949	BUR2	Protein BUR2	CST4
YKL005C	P36106	BYE1	Transcription factor BYE1	
YKL088W	P36076	CAB3	Coenzyme A biosynthesis protein 3	
YML102W	Q04199	CAC2	Chromatin assembly factor 1 subunit p60	
YAR035W	P80235	YAT1	Putative mitochondrial carnitine O-acetyltransferase	
YDR375C	P32839	BCS1	Mitochondrial chaperone BCS1	
YPL120W	Q02948	VPS30	Vacuolar protein sorting-associated protein 30	APG6;ATG6;VPT30
YBR200W	P29366	BEM1	Bud emergence protein 1	SRO1
YPL161C	P39011	BEM4	Bud emergence protein 4	
YIL004C	P22804	BET1	Protein transport protein BET1	SLY12
YML077W	Q03630	BET5	Trafficking protein particle complex subunit BET5	
YJR053W	P47113	BFA1	Mitotic check point protein BFA1	
YNR056C	P53744	BIO5	7-keto 8-aminopelargonic acid transporter	
YDL231C	Q07660	BRE4	Protein BRE4	
YNL269W	P53841	BSC4	Bypass of stop codon protein 4	
YEL029C	P39988	BUD16	Putative pyridoxal kinase BUD16	
YOR078W	Q08492	BUD21	Bud site selection protein 21	UTP16
YHR114W	P38822	BZZ1	Protein BZZ1	LSB7
YBR084W	P09440	MIS1	C-1-tetrahydrofolate synthase, mitochondrial precursor	
YKL190W	P25296	CNB1	Calcineurin subunit B	YCN2;YCNB
YHR101C	P38813	BIG1	Protein BIG1 precursor	
YBR270C	P38346	BIT2	Probable target of rapamycin complex 2 subunit BIT2	
YLR408C	Q06071	BLS1	Biogenesis of lysosome-related organelles complex 1 subunit BLS1	
YFL007W	P43583	BLM10	Proteasome activator BLM10	BLM3
YDR099W	P34730	BMH2	Protein BMH2	
YER177W	P29311	BMH1	Protein BMH1	
YNL042W	P53958	BOP3	Protein BOP3	
YLR078C	P25385	BOS1	Protein transport protein BOS1	
YLL015W	P14772	BPT1	Bile pigment transporter 1	
YER172C	P32639	BRR2	Pre-mRNA-splicing helicase BRR2	RSS1;SNU246
YLR074C	Q08004	BUD20	Bud site selection protein 20	
YER014C-A	P85052	BUD25	Bud site selection protein 25	
YLR062C	Q07992	BUD28	Putative uncharacterized protein BUD28 precursor	
YLR353W	P41698	BUD8	Bud site selection protein 8	
YMR275C	P48524	BUL1	Ubiquitin ligase-binding protein BUL1	DAG1;RDS1;SMM2
YFL028C	P43569	CAF16	CCR4-associated factor 16	
YEL063C	P04817	CAN1	Arginine permease	
YNL036W	P53615	NCE103	Carbonic anhydrase	NCE3
YNL233W	P53858	BNI4	Protein BNI4	
YGR230W	P50084	BNS1	Protein BNS1	
YLR267W	Q06150	BOP2	Protein BOP2	
YGR142W	P53286	BTN2	Protein BTN2	
YMR055C	P26448	BUB2	Mitotic check point protein BUB2	
YOR026W	P26449	BUB3	Cell cycle arrest protein BUB3	
YJL188C	O94143	BUD19	Putative uncharacterized protein BUD19	
YCR047C	P25627	BUD23	18S rRNA (guanine(1575)-N(7))-methyltransferase	
YDL151C	Q12064	BUD30	Putative uncharacterized protein BUD30 precursor	
YCR063W	P25337	BUD31	Pre-mRNA-splicing factor BUD31	CWC14
YGR262C	P53323	BUD32	EKC/KEOPS complex subunit BUD32	LDB14
YCR038C	P25300	BUD5	Bud site selection protein 5	
YDL099W	Q12191	BUG1	Binder of USO1 and GRH1 protein 1	
YOR276W	P12962	CAF20	Cap-associated protein CAF20	CAF2;CAP20
YER048C	P39101	CAJ1	Protein CAJ1	
YKL179C	P34237	COY1	Protein CASP	
YDR256C	P15202	CTA1	Peroxisomal catalase A	
YGL007W	P53194	BRP1	Putative uncharacterized protein BRP1	
YDL037C	Q12140	BSC1	Bypass of stop codon protein 1	
YNR069C	P53755	BSC5	Bypass of stop codon protein 5	
YJR122W	P47158	IBA57	Putative transferase CAF17, mitochondrial precursor	CAF17
YNL138W	P17555	SRV2	Adenylyl cyclase-associated protein	CAP1
YNL092W	P53934		Carnosine N-methyltransferase {ECO:0000303|PubMed:26001783}	
YMR280C	P39113	CAT8	Regulatory protein CAT8	MSP8
YGR174C	P37267	CBP4	Assembly factor CBP4	
YIL096C	P40493	BMT5	25S rRNA (uridine(2634)-N(3))-methyltransferase	
YNL166C	P53890	BNI5	Bud neck protein 5	
YIL159W	P40450	BNR1	BNI1-related protein 1	
YDL141W	P48445	BPL1	Biotin--protein ligase	ACC2
YLR015W	P43132	BRE2	COMPASS component BRE2	CPS60
YPR057W	Q99177	BRR1	Pre-mRNA-splicing factor BRR1	
YJL059W	P47040	YHC3	Protein BTN1 precursor	BTN1
YAR014C	P27637	BUD14	Bud site selection protein 14	
YDR241W	Q03783	BUD26	Putative uncharacterized protein BUD26	
YCL014W	P25558	BUD3	Bud site selection protein 3	
YGR041W	P53226	BUD9	Bud site selection protein 9	
YNL305C	P48558	BXI1	Bax inhibitor 1	YBH3
YIR036C	P40580	IRC24	Benzil reductase ((S)-benzoin forming) IRC24	
YBR109C	P06787	CMD1	Calmodulin	
YLR220W	P47818	CCC1	Protein CCC1	
YPR161C	P23293	SGV1	Serine/threonine-protein kinase BUR1	BUR1
YDR196C	Q03941	CAB5	Dephospho-CoA kinase CAB5	
YNL288W	P53829	CAF40	Protein CAF40	
YGR140W	P32504	CBF2	Centromere DNA-binding protein complex CBF3 subunit A	CBF3A;CEP2;CTF14;NDC10
YNL161W	P53894	CBK1	Serine/threonine-protein kinase CBK1	
YAL039C	P06182	CYC3	Cytochrome c heme lyase	
YNL278W	P53836	CAF120	CCR4-NOT transcriptional complex subunit CAF120	
YML042W	P32796	CAT2	Carnitine O-acetyltransferase, mitochondrial precursor	CAT;YCAT
YKR036C	P36130	CAF4	CCR4-associated factor 4	
YFL029C	P43568	CAK1	Serine/threonine-protein kinase CAK1	CIV1
YJR109C	P03965	CPA2	Carbamoyl-phosphate synthase arginine-specific large chain	
YHL038C	P03874	CBP2	Cytochrome B pre-mRNA-processing protein 2	
YPL215W	P21560	CBP3	Protein CBP3, mitochondrial precursor	
YGR150C	P48237	CCM1	Mitochondrial group I intron splicing factor CCM1 precursor	DMR1;RRG2
YLR308W	Q06703	CDA2	Chitin deacetylase 2 precursor	
YHR107C	P32468	CDC12	Cell division control protein 12	CLA10;PSL7
YAR019C	P27636	CDC15	Cell division control protein 15	LYT1
YLR310C	P04821	CDC25	Cell division control protein 25	CTN1
YFR036W	P14724	CDC26	Anaphase-promoting complex subunit CDC26	HIT3;SCD26
YKL007W	P28495	CAP1	F-actin-capping protein subunit alpha	
YIL034C	P13517	CAP2	F-actin-capping protein subunit beta	
YPL154C	P07267	PEP4	Saccharopepsin precursor	PHO9;PRA1
YMR168C	P40969	CEP3	Centromere DNA-binding protein complex CBF3 subunit B	CBF3;CBF3B;CSL1
YLR175W	P33322	CBF5	H/ACA ribonucleoprotein complex subunit 4	
YMR297W	P00729	PRC1	Carboxypeptidase Y precursor	
YDR197W	P14905	CBS2	Cytochrome B translational activator protein CBS2	CBP7
YGR155W	P32582	CYS4	Cystathionine beta-synthase	STR4
YLR307W	Q06702	CDA1	Chitin deacetylase 1 precursor	
YAL041W	P11433	CDC24	Cell division control protein 24	CLS4
YDR168W	P06101	CDC37	Hsp90 co-chaperone Cdc37	SMO1
YLR314C	P32457	CDC3	Cell division control protein 3	
YDL017W	P06243	CDC7	Cell division control protein 7	OAF2
YAL058W	P27825	CNE1	Calnexin homolog precursor	
YOR303W	P07258	CPA1	Carbamoyl-phosphate synthase arginine-specific small chain	
YGR088W	P06115	CTT1	Catalase T	
YBR120C	P07253	CBP6	Cytochrome B pre-mRNA-processing protein 6	
YER168C	P21269	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial precursor	TNT1
YKL011C	Q03702	CCE1	Cruciform cutting endonuclease 1, mitochondrial precursor	
YGR217W	P50077	CCH1	Calcium-channel protein CCH1	
YPR025C	P37366	CCL1	Cyclin CCL1	
YBL084C	P38042	CDC27	Anaphase-promoting complex subunit CDC27	APC3;SNB1
YFL009W	P07834	CDC4	Cell division control protein 4	
YLR459W	P41733	GAB1	GPI transamidase component GAB1	CDC91
YBR029C	P38221	CDS1	Phosphatidate cytidylyltransferase	CDG1
YJR046W	P47112	TAH11	Cell division cycle protein CDT1	CDT1;SID2
YER061C	P39525	CEM1	3-oxoacyl-[acyl-carrier-protein] synthase homolog	
YJR060W	P17106	CBF1	Centromere-binding protein 1	CEP1;CP1;CPF1
YMR094W	P35203	CTF13	Centromere DNA-binding protein complex CBF3 subunit C	CBF3C
YJL209W	P07252	CBP1	Cytochrome B pre-mRNA-processing protein 1	
YOL153C	P0C155		Putative carboxypeptidase YOL153C	
YJL172W	P27614	CPS1	Carboxypeptidase S	CPS
YDL069C	P14066	CBS1	Cytochrome b translational activator protein CBS1, mitochondrial precursor	
YKR066C	P00431	CCP1	Cytochrome c peroxidase, mitochondrial precursor	CCP;CPO
YAL021C	P31384	CCR4	Glucose-repressible alcohol dehydrogenase transcriptional effector	
YMR038C	P40202	CCS1	Superoxide dismutase 1 copper chaperone	LYS7
YDR134C	Q7LHD1	CCW22	Putative covalently bound cell wall protein 22 precursor	
YCR002C	P25342	CDC10	Cell division control protein 10	
YJR076C	P32458	CDC11	Cell division control protein 11	PSL9
YFR028C	Q00684	CDC14	Tyrosine-protein phosphatase CDC14	OAF3
YDR182W	P40986	CDC1	Cell division control protein 1	DSR1;ESP2
YJL194W	P09119	CDC6	Cell division control protein 6	
YLR245C	Q06549	CDD1	Cytidine deaminase	
YGR134W	P53280	CAF130	Protein CAF130	
YIL003W	P40558	CFD1	Cytosolic Fe-S cluster assembly factor CFD1 {ECO:0000255|HAMAP-Rule:MF_03039}	DRE3;RIX19
YPR120C	P30283	CLB5	S-phase entry cyclin-5	
YGR036C	P53223	CAX4	Dolichyldiphosphatase	CWH8
YBR131W	P38273	CCZ1	Vacuolar fusion protein CCZ1	AUT11;CVT16
YLR229C	P19073	CDC42	Cell division control protein 42 precursor	SRO2
YDL126C	P25694	CDC48	Cell division control protein 48 {ECO:0000305|PubMed:6749598}	
YER163C	P32656	GCG1	Glutathione-specific gamma-glutamylcyclotransferase {ECO:0000305|PubMed:23070364}	
YKL208W	P36038	CBT1	Cytochrome b termination protein 1	SOC1
YLR390W-A	O13547	CCW14	Covalently-linked cell wall protein 14 precursor	ICWP;SSR1
YDL220C	P32797	CDC13	Cell division control protein 13	
YGL116W	P26309	CDC20	APC/C activator protein CDC20	
YHR166C	P16522	CDC23	Anaphase-promoting complex subunit CDC23	
YCR094W	P25656	CDC50	Cell division control protein 50	
YMR001C	P32562	CDC5	Cell cycle serine/threonine-protein kinase CDC5/MSD2	MSD2;PKX2
YLR418C	Q06697	CDC73	Cell division control protein 73	
YOR112W	Q12453	CEX1	Cytoplasmic export protein 1	
YGL029W	P53188	CGR1	rRNA-processing protein CGR1	
YOR020C	P38910	HSP10	10 kDa heat shock protein, mitochondrial	CPN10
YLR110C	Q12127	CCW12	Covalently-linked cell wall protein 12 precursor	
YLR215C	Q05791	CDC123	Cell division cycle protein 123	
YGL003C	P53197	CDH1	APC/C activator protein CDH1	HCT1
YPL256C	P20438	CLN2	G1/S-specific cyclin CLN2	
YDL155W	P24870	CLB3	G2/mitotic-specific cyclin-3	
YPL008W	P22516	CHL1	ATP-dependent DNA helicase CHL1	CTF1
YDR254W	P38907	CHL4	Central kinetochore subunit CHL4	CTF17;MCM17
YNL192W	P08004	CHS1	Chitin synthase 1	
YDR267C	Q05583	CIA1	Cytosolic iron-sulfur protein assembly protein 1	
YMR198W	Q01649	CIK1	Spindle pole body-associated protein CIK1	
YLR286C	P29029	CTS1	Endochitinase precursor	SCW2
YPR060C	P32178	ARO7	Chorismate mutase	OSM2
YGR157W	P05374	CHO2	Phosphatidylethanolamine N-methyltransferase	PEM1
YBR023C	P29465	CHS3	Chitin synthase 3 {ECO:0000303|PubMed:2050737}	CAL1 {ECO:0000303|PubMed:2050737};CSD2 {ECO:0000303|PubMed:1532231};DIT101 {ECO:0000303|PubMed:1293886};KIT2
YLR330W	Q12114	CHS5	Chitin biosynthesis protein CHS5	CAL3
YLR117C	Q12309	CLF1	Pre-mRNA-splicing factor CLF1	NTC77;SYF3
YGL215W	P35190	CLG1	PHO85 cyclin CLG1	
YKL022C	P09798	CDC16	Anaphase-promoting complex subunit CDC16	
YOR257W	P06704	CDC31	Cell division control protein 31	DSK1
YLR103C	Q08032	CDC45	Cell division control protein 45	SLD4
YDL132W	Q12018	CDC53	Cell division control protein 53	
YKL049C	P36012	CSE4	Histone H3-like centromeric protein CSE4	CSL2
YDR301W	Q06632	CFT1	Protein CFT1	YHH1
YLR115W	Q12102	CFT2	Cleavage factor two protein 2	YDH1
YML036W	Q03705	CGI121	EKC/KEOPS complex subunit CGI121	
YER030W	P40019	CHZ1	Histone H2A.Z-specific chaperone CHZ1	
YMR138W	P39110	CIN4	GTP-binding protein CIN4	GTP1;UGX1
YMR213W	Q03654	CEF1	Pre-mRNA-splicing factor CEF1	NTC85
YPL228W	O13297	CET1	mRNA-capping enzyme subunit beta	
YAL040C	P13365	CLN3	G1/S-specific cyclin CLN3	DAF1;WHI1
YGR108W	P24868	CLB1	G2/mitotic-specific cyclin-1	SCB1
YPR119W	P24869	CLB2	G2/mitotic-specific cyclin-2	
YLR210W	P24871	CLB4	G2/mitotic-specific cyclin-4	
YBR274W	P38147	CHK1	Serine/threonine-protein kinase CHK1	
YJL099W	P40955	CHS6	Chitin biosynthesis protein CHS6	CSD3
YHR142W	P38843	CHS7	Chitin synthase export chaperone	
YGR110W	P53264	CLD1	Cardiolipin-specific deacylase 1, mitochondrial precursor	
YBR227C	P38323	MCX1	ATP-dependent clpX-like chaperone, mitochondrial {ECO:0000305|PubMed:9827555} precursor	
YNL083W	D6W196	SAL1	Truncated non-functional calcium-binding mitochondrial carrier SAL1-1	
YMR199W	P20437	CLN1	G1/S-specific cyclin CLN1	
YGR109C	P32943	CLB6	S-phase entry cyclin-6	
YLR098C	P43634	CHA4	Activatory protein CHA4	SIL2;SIL3
YER164W	P32657	CHD1	Chromo domain-containing protein 1	
YDR371W	Q06350	CTS2	Sporulation-specific chitinase 2 precursor	
YBR038W	P14180	CHS2	Chitin synthase 2	
YBR135W	P20486	CKS1	Cyclin-dependent kinases regulatory subunit	
YNL298W	P48562	CLA4	Serine/threonine-protein kinase CLA4	
YMR012W	Q03690	CLU1	Clustered mitochondria protein 1	TIF31 {ECO:0000255|HAMAP-Rule:MF_03013}
YFR046C	P43618	CNN1	Kinetochore-associated protein CNN1	
YEL061C	P27895	CIN8	Kinesin-like protein CIN8	KSL2
YPR001W	P43635	CIT3	Citrate synthase 3, mitochondrial {ECO:0000303|PubMed:9140965} precursor	
YGL206C	P22137	CHC1	Clathrin heavy chain	
YBR155W	P33313	CNS1	Hsp70/Hsp90 co-chaperone CNS1	
YIL157C	P40452	COA1	Cytochrome c oxidase assembly factor 1	FMP35
YLR218C	Q05809	COA4	Cytochrome oxidase assembly factor 4	CMC3
YMR244C-A	Q3E846	COA6	Cytochrome c oxidase assembly factor 6 {ECO:0000303|PubMed:22984289}	
YGR277C	P53332	CAB4	Phosphopantetheine adenylyltransferase	
YHR052W	P38779	CIC1	Proteasome-interacting protein CIC1	NSA3
YOR349W	P40987	CIN1	Chromosome instability protein 1	
YNR001C	P00890	CIT1	Citrate synthase, mitochondrial {ECO:0000303|PubMed:6090126} precursor	GLU3;LYS6
YJL158C	P47001	CIS3	Cell wall mannoprotein CIS3 precursor	CCW11;CCW5;PIR4;SCW8
YCR005C	P08679	CIT2	Citrate synthase, peroxisomal	
YGR167W	P17891	CLC1	Clathrin light chain	
YLR003C	Q07897	CMS1	Protein CMS1	
YGR120C	P53271	COG2	Conserved oligomeric Golgi complex subunit 2	SEC35
YPR105C	Q06096	COG4	Conserved oligomeric Golgi complex subunit 4	COD1;SEC38;SGF1
YGL175C	P46946	SAE2	DNA endonuclease SAE2	COM1
YDL145C	P53622	COP1	Coatomer subunit alpha	RET1;SEC33;SOO1
YDR204W	O13525	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03111} precursor	
YLR429W	Q06440	CRN1	Coronin-like protein	
YNL336W	P53822	COS1	Protein COS1	
YDL248W	Q07788	COS7	Protein COS7	
YOR316C	P32798	COT1	Cobalt uptake protein COT1	
YPL172C	P21592	COX10	Protoheme IX farnesyltransferase, mitochondrial precursor	
YGL191W	P32799	COX13	Cytochrome c oxidase subunit 6A, mitochondrial precursor	
YML129C	P39103	COX14	Cytochrome c oxidase assembly protein COX14	
YOR250C	Q08685	CLP1	mRNA cleavage and polyadenylation factor CLP1 {ECO:0000255|HAMAP-Rule:MF_03035}	
YLR272C	Q06156	YCS4	Condensin complex subunit 1	LOC7
YJL062W-A	Q3E7B2	COA3	Cytochrome c oxidase assembly factor 3, mitochondrial	COX25;RRG10
YNL041C	P53959	COG6	Conserved oligomeric Golgi complex subunit 6	COD2;SEC37;TFI2
YML071C	Q04632	COG8	Conserved oligomeric Golgi complex subunit 8	DOR1
YNL287W	P32074	SEC21	Coatomer subunit gamma	
YOL008W	Q08058	COQ10	Coenzyme Q-binding protein COQ10, mitochondrial precursor	
YML110C	P49017	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000303|PubMed:9083049} precursor	ECO:0000303|PubMed:9083048;ECO:0000303|PubMed:9083049};DBI56
